transaction_type,transaction_amount,timestamp,source_account,destination_account,transaction_mode,balance_before,currency,transaction_frequency,average_transaction_value,device_type,region,balance_after,fraud_flag
DEBIT,2001.19,1/2/2023 1:14,Business,Merchant,Mobile,4344.38,USD,48,447.58,PC,Australia,2343.19,0
DEBIT,4200.61,1/2/2023 1:15,Merchant,Business,ATM,1905.12,EUR,47,414.76,PC,USA,0,0
PAYMENT,950.82,1/2/2023 1:16,Business,Personal,POS,9428.78,USD,15,1003.58,Tablet,UK,8477.96,0
PAYMENT,3365.58,1/2/2023 1:17,Merchant,Personal,Online,7575.18,USD,44,1605.97,Mobile,Kenya,4209.6,0
DEBIT,4885.26,1/2/2023 1:18,Business,Personal,ATM,2159.44,KES,40,1159.49,Tablet,Germany,0,0
CREDIT,518.45,1/2/2023 1:19,Merchant,Personal,ATM,3443.34,INR,40,1791.75,PC,Australia,2924.89,0
DEBIT,51.52,1/2/2023 1:20,Business,Business,Bank Transfer,8115.78,USD,6,1291.26,Tablet,Canada,8064.26,0
CREDIT,2173.58,1/2/2023 1:21,Merchant,Personal,ATM,6987.21,USD,37,1394.21,Mobile,Canada,4813.63,0
PAYMENT,472.2,1/2/2023 1:22,Business,Merchant,Bank Transfer,7681.26,EUR,2,1351.83,Tablet,Australia,7209.06,1
TRANSFER,3744.44,1/2/2023 1:23,Personal,Merchant,Online,4467.89,INR,12,926.45,Mobile,Germany,723.45,0
PAYMENT,4573.6,1/2/2023 1:24,Merchant,Personal,Online,7193.12,INR,4,1394.21,Mobile,India,2619.52,0
PAYMENT,2175.76,1/2/2023 1:25,Business,Merchant,POS,3926.29,USD,23,185.93,PC,Canada,1750.53,0
CASH_OUT,1300.97,1/2/2023 1:26,Merchant,Business,Bank Transfer,2191.5,INR,13,1726.71,Mobile,Kenya,890.53,0
CASH_OUT,2177.67,1/2/2023 1:27,Merchant,Personal,Bank Transfer,6363.5,EUR,17,1566.73,Mobile,Australia,4185.83,0
CASH_OUT,3620,1/2/2023 1:28,Business,Personal,Mobile,9762.54,EUR,31,528.2,Mobile,Australia,6142.54,0
CASH_OUT,55.18,1/2/2023 1:29,Merchant,Business,Mobile,3174.95,EUR,16,1547.66,Tablet,Australia,3119.77,0
CREDIT,2951.38,1/2/2023 1:30,Business,Merchant,POS,4663.6,KES,41,74.65,PC,Germany,1712.22,0
DEBIT,3070.33,1/2/2023 1:31,Personal,Business,Online,6772.61,USD,26,473.63,Tablet,India,3702.28,0
TRANSFER,3192.06,1/2/2023 1:32,Merchant,Business,Mobile,5460.91,INR,28,177.02,Tablet,UK,2268.85,0
PAYMENT,1217.69,1/2/2023 1:33,Personal,Merchant,ATM,8449.94,EUR,1,1571.44,PC,Australia,7232.25,0
CREDIT,3573.12,1/2/2023 1:34,Merchant,Business,Online,7641.25,USD,47,1523.95,Tablet,UK,4068.13,0
TRANSFER,466.04,1/2/2023 1:35,Merchant,Merchant,ATM,677.14,USD,12,1636.59,Tablet,Kenya,211.1,0
CREDIT,1004.36,1/2/2023 1:36,Merchant,Merchant,Bank Transfer,9984.37,KES,37,58.74,Mobile,Kenya,8980.01,0
CREDIT,4388.58,1/2/2023 1:37,Business,Business,Online,7548.78,INR,20,1027.4,Tablet,Kenya,3160.2,0
PAYMENT,3696.23,1/2/2023 1:38,Personal,Merchant,POS,8652.64,INR,2,1424.43,PC,Canada,4956.41,0
DEBIT,78.59,1/2/2023 1:39,Merchant,Business,Bank Transfer,6546.86,EUR,36,353.03,Tablet,Kenya,6468.27,0
CASH_OUT,1249.4,1/2/2023 1:40,Business,Merchant,Bank Transfer,8577.22,EUR,15,1317.09,Mobile,Australia,7327.82,0
DEBIT,1079.89,1/2/2023 1:41,Merchant,Personal,ATM,1212.59,USD,38,214.01,Tablet,Germany,132.7,0
PAYMENT,1361.32,1/2/2023 1:42,Business,Merchant,Bank Transfer,3542.6,INR,22,403.59,PC,Germany,2181.28,0
PAYMENT,1245.32,1/2/2023 1:43,Merchant,Merchant,Mobile,8776.57,INR,44,977.8,Mobile,India,7531.25,1
PAYMENT,322.01,1/2/2023 1:44,Personal,Business,Online,2096.39,EUR,32,1324.45,Tablet,Germany,1774.38,0
TRANSFER,2300.11,1/2/2023 1:45,Personal,Merchant,Mobile,874.6,GBP,20,334.44,PC,Canada,0,0
DEBIT,3666.34,1/2/2023 1:46,Merchant,Personal,ATM,7902.38,USD,36,411.19,PC,UK,4236.04,0
DEBIT,3037.59,1/2/2023 1:47,Business,Personal,ATM,8371.31,INR,33,448.67,Tablet,India,5333.72,0
CREDIT,3367.63,1/2/2023 1:48,Merchant,Merchant,Online,1710.26,KES,15,515.47,Tablet,Germany,0,0
CREDIT,414.93,1/2/2023 1:49,Business,Merchant,Bank Transfer,8558.03,KES,46,491.78,Mobile,Kenya,8143.1,0
CREDIT,4757.94,1/2/2023 1:50,Merchant,Personal,POS,6899,GBP,3,820.54,Tablet,Germany,2141.06,0
PAYMENT,4194.07,1/2/2023 1:51,Business,Business,ATM,5248.82,EUR,29,1324.89,Mobile,USA,1054.75,0
DEBIT,4027.4,1/2/2023 1:52,Personal,Personal,Online,8319.48,EUR,47,904.16,Tablet,India,4292.08,0
PAYMENT,4116.69,1/2/2023 1:53,Merchant,Personal,POS,4250.57,EUR,27,1563.15,PC,Australia,133.88,0
TRANSFER,4664.23,1/2/2023 1:54,Personal,Merchant,Bank Transfer,2020.54,KES,5,1452.57,PC,Australia,0,0
CREDIT,2725.83,1/2/2023 1:55,Personal,Merchant,ATM,2920.04,EUR,31,296.73,PC,Canada,194.21,0
PAYMENT,1009.41,1/2/2023 1:56,Merchant,Personal,Online,5101.12,KES,22,145.24,PC,Germany,4091.71,0
PAYMENT,3087.75,1/2/2023 1:57,Merchant,Business,Online,5360.17,GBP,35,1761.99,Mobile,Germany,2272.42,0
TRANSFER,3716.98,1/2/2023 1:58,Business,Personal,Online,8075.25,USD,7,205.67,PC,Canada,4358.27,0
CASH_OUT,3692.21,1/2/2023 1:59,Business,Personal,ATM,7934.39,INR,6,339.26,Mobile,UK,4242.18,0
DEBIT,2612.03,1/2/2023 2:00,Personal,Business,POS,5855.53,GBP,26,93.16,Mobile,Kenya,3243.5,0
CASH_OUT,351.61,1/2/2023 2:01,Business,Personal,Online,7829.78,KES,1,1275.26,Mobile,Kenya,7478.17,0
CREDIT,1861.85,1/2/2023 2:02,Business,Personal,Bank Transfer,1998.56,GBP,19,1185.62,Tablet,UK,136.71,0
PAYMENT,4604.63,1/2/2023 2:03,Merchant,Merchant,Online,595.64,INR,7,1974.46,Mobile,UK,0,0
TRANSFER,2926.4,1/2/2023 2:04,Business,Business,POS,8748.97,USD,36,1779.52,Tablet,USA,5822.57,0
TRANSFER,2696.28,1/2/2023 2:05,Personal,Merchant,ATM,847.99,INR,12,851.14,Mobile,Canada,0,0
DEBIT,1351.58,1/2/2023 2:06,Business,Merchant,Online,2542.22,KES,20,774.59,Tablet,India,1190.64,0
CASH_OUT,1848.56,1/2/2023 2:07,Personal,Business,Online,6983.66,INR,23,628.86,Tablet,Kenya,5135.1,0
DEBIT,4477.78,1/2/2023 2:08,Merchant,Business,Bank Transfer,4153.53,GBP,25,347.19,PC,UK,0,0
PAYMENT,3335.65,1/2/2023 2:09,Personal,Personal,Bank Transfer,8775.51,EUR,30,319.26,Mobile,UK,5439.86,0
DEBIT,3939.06,1/2/2023 2:10,Business,Merchant,Online,3050,GBP,29,307.95,Tablet,Canada,0,0
TRANSFER,2277.18,1/2/2023 2:11,Merchant,Business,Online,217.53,KES,31,272.52,PC,Australia,0,0
TRANSFER,3154.93,1/2/2023 2:12,Business,Merchant,Bank Transfer,3076.49,USD,18,519,Mobile,India,0,0
CREDIT,1249.43,1/2/2023 2:13,Merchant,Merchant,POS,5822.94,INR,41,648,PC,UK,4573.51,0
CREDIT,3530.25,1/2/2023 2:14,Merchant,Business,Mobile,3821.79,USD,19,1925.08,Tablet,Australia,291.54,0
PAYMENT,2143.73,1/2/2023 2:15,Business,Personal,Mobile,5395.24,KES,4,1178.02,PC,USA,3251.51,0
CASH_OUT,2218.3,1/2/2023 2:16,Business,Merchant,Online,8778.32,INR,1,1975.81,PC,India,6560.02,0
DEBIT,3250.12,1/2/2023 2:17,Merchant,Business,Bank Transfer,9133.6,GBP,41,776.31,Mobile,Australia,5883.48,0
PAYMENT,4682.04,1/2/2023 2:18,Merchant,Personal,ATM,2733.14,GBP,15,942.37,Tablet,USA,0,0
CREDIT,329.39,1/2/2023 2:19,Business,Merchant,ATM,4675.19,KES,8,682.93,Mobile,Germany,4345.8,0
DEBIT,4125.47,1/2/2023 2:20,Personal,Business,Mobile,5536.53,INR,15,406.63,Mobile,Kenya,1411.06,0
CREDIT,1468.99,1/2/2023 2:21,Business,Merchant,POS,9496.21,GBP,15,329.17,PC,UK,8027.22,0
DEBIT,2225.16,1/2/2023 2:22,Merchant,Business,Mobile,9986.31,KES,39,1892.9,Tablet,Australia,7761.15,0
CASH_OUT,119.35,1/2/2023 2:23,Business,Business,Online,2430.53,KES,22,1974.28,Mobile,India,2311.18,0
PAYMENT,1512.22,1/2/2023 2:24,Personal,Merchant,POS,7297.1,USD,18,137.57,Tablet,USA,5784.88,0
DEBIT,2518.13,1/2/2023 2:25,Business,Merchant,ATM,3842.51,GBP,16,343.17,Mobile,Kenya,1324.38,0
TRANSFER,290.32,1/2/2023 2:26,Merchant,Business,Bank Transfer,180.27,INR,2,875.87,PC,Kenya,0,0
TRANSFER,2460.57,1/2/2023 2:27,Business,Personal,Bank Transfer,191.6,GBP,36,413.35,Mobile,UK,0,0
DEBIT,4636.28,1/2/2023 2:28,Merchant,Merchant,Online,4659.6,GBP,20,759.57,Mobile,Australia,23.32,0
DEBIT,535.91,1/2/2023 2:29,Merchant,Business,Mobile,4934.52,GBP,16,301.74,Mobile,Kenya,4398.61,0
DEBIT,3824.56,1/2/2023 2:30,Business,Business,Online,323.44,KES,3,940.2,Tablet,UK,0,0
TRANSFER,2054.26,1/2/2023 2:31,Merchant,Personal,Bank Transfer,6900.58,EUR,30,579.8,PC,Australia,4846.32,1
TRANSFER,3279.32,1/2/2023 2:32,Merchant,Personal,ATM,3010.63,EUR,2,736.21,Tablet,Australia,0,0
DEBIT,1308.58,1/2/2023 2:33,Personal,Personal,Bank Transfer,5642.94,USD,35,233.91,Mobile,Germany,4334.36,0
CREDIT,805.87,1/2/2023 2:34,Personal,Merchant,POS,3079.1,GBP,26,884.85,PC,UK,2273.23,0
CREDIT,810.71,1/2/2023 2:35,Personal,Business,Bank Transfer,1754.63,EUR,5,1967.35,Tablet,Canada,943.92,0
CASH_OUT,361.75,1/2/2023 2:36,Personal,Business,Bank Transfer,4131.02,USD,2,691.22,Mobile,USA,3769.27,0
PAYMENT,936.38,1/2/2023 2:37,Merchant,Business,POS,2399.51,KES,20,1759.04,PC,Canada,1463.13,0
CREDIT,3324.45,1/2/2023 2:38,Business,Personal,Mobile,5394.53,GBP,34,1694.24,PC,Australia,2070.08,0
TRANSFER,4409.64,1/2/2023 2:39,Merchant,Business,Bank Transfer,2068.4,INR,34,1906.51,Mobile,Australia,0,0
CREDIT,4072.49,1/2/2023 2:40,Merchant,Merchant,Online,5133.22,KES,20,1590.71,PC,Kenya,1060.73,0
CASH_OUT,3428.82,1/2/2023 2:41,Merchant,Personal,Bank Transfer,1658.05,USD,25,1336.21,PC,Kenya,0,0
CASH_OUT,561.05,1/2/2023 2:42,Business,Personal,Online,6742.65,KES,20,1720.34,Tablet,Kenya,6181.6,0
PAYMENT,1453.05,1/2/2023 2:43,Personal,Personal,POS,7563.98,INR,25,197.51,PC,Australia,6110.93,0
CREDIT,1555.94,1/2/2023 2:44,Merchant,Personal,Bank Transfer,1192.9,KES,14,952.52,Tablet,UK,0,0
TRANSFER,1257.29,1/2/2023 2:45,Merchant,Merchant,POS,4731.24,USD,47,1979.05,Tablet,India,3473.95,0
TRANSFER,2579.88,1/2/2023 2:46,Personal,Business,POS,801.63,INR,44,1550.72,Tablet,UK,0,0
DEBIT,2682.41,1/2/2023 2:47,Merchant,Merchant,Mobile,6022.01,INR,43,1926.05,Tablet,USA,3339.6,0
TRANSFER,1790.86,1/2/2023 2:48,Business,Business,Bank Transfer,2717.6,KES,43,1570.29,PC,UK,926.74,0
PAYMENT,1775.41,1/2/2023 2:49,Merchant,Merchant,Online,5323.48,INR,39,1756.02,PC,Kenya,3548.07,0
PAYMENT,4144.49,1/2/2023 2:50,Merchant,Personal,Online,5222.86,KES,12,1427.73,Tablet,Germany,1078.37,0
TRANSFER,3948.57,1/2/2023 2:51,Personal,Personal,Bank Transfer,9251.11,GBP,48,1532.98,PC,USA,5302.54,0
TRANSFER,1545.9,1/2/2023 2:52,Merchant,Merchant,Mobile,5535.92,INR,5,1070.2,Tablet,Canada,3990.02,0
DEBIT,4569.8,1/2/2023 2:53,Merchant,Merchant,Mobile,5871.68,KES,2,1852.26,Tablet,Germany,1301.88,0
TRANSFER,4764.55,1/2/2023 2:54,Business,Business,Mobile,4076.37,GBP,16,1658.83,Tablet,USA,0,0
DEBIT,1640.45,1/2/2023 2:55,Personal,Merchant,Online,9495.89,INR,30,1695.58,Mobile,USA,7855.44,0
DEBIT,1778.58,1/2/2023 2:56,Personal,Merchant,POS,7794.14,GBP,47,1362.37,PC,Australia,6015.56,0
TRANSFER,2533.11,1/2/2023 2:57,Business,Business,Mobile,2925.51,INR,43,643.93,PC,Kenya,392.4,0
CASH_OUT,4706.19,1/2/2023 2:58,Merchant,Business,Online,8457.67,USD,38,119.48,Tablet,Australia,3751.48,0
CASH_OUT,4382.83,1/2/2023 2:59,Personal,Business,Online,4380.72,USD,45,1874.53,PC,Canada,0,0
DEBIT,521.81,1/2/2023 3:00,Personal,Merchant,POS,8303.8,KES,42,1192.93,Tablet,UK,7781.99,0
TRANSFER,1969.73,1/2/2023 3:01,Merchant,Business,Bank Transfer,8246.59,EUR,24,631.38,PC,Australia,6276.86,0
CASH_OUT,2771.32,1/2/2023 3:02,Merchant,Personal,Bank Transfer,1969.81,USD,30,340.81,Tablet,Canada,0,0
TRANSFER,2520.63,1/2/2023 3:03,Personal,Personal,Mobile,7041.3,EUR,37,1667.57,Tablet,Kenya,4520.67,0
TRANSFER,977.38,1/2/2023 3:04,Merchant,Personal,Mobile,2977.37,GBP,39,1681.21,Mobile,Kenya,1999.99,0
TRANSFER,4295.5,1/2/2023 3:05,Personal,Merchant,POS,3045.18,GBP,11,1638.29,Tablet,Australia,0,0
CREDIT,3387.93,1/2/2023 3:06,Merchant,Personal,Mobile,3033.85,EUR,14,1307.91,Mobile,Kenya,0,0
TRANSFER,4191.16,1/2/2023 3:07,Merchant,Merchant,POS,7283.13,KES,23,763.73,PC,Germany,3091.97,0
CREDIT,4295.23,1/2/2023 3:08,Business,Merchant,Online,2375.28,INR,16,642.94,PC,Canada,0,0
DEBIT,3744.3,1/2/2023 3:09,Merchant,Personal,Mobile,108.97,EUR,21,66.68,Mobile,Canada,0,0
CASH_OUT,2201.66,1/2/2023 3:10,Business,Business,Online,7180.84,EUR,4,1675.53,PC,USA,4979.18,0
CASH_OUT,3056.63,1/2/2023 3:11,Merchant,Merchant,ATM,1794.73,EUR,33,220.49,Mobile,India,0,0
CASH_OUT,810.22,1/2/2023 3:12,Personal,Personal,POS,1134.38,EUR,47,1279.97,PC,UK,324.16,0
CASH_OUT,3371.49,1/2/2023 3:13,Personal,Merchant,ATM,2451.41,EUR,14,1032.95,Mobile,Kenya,0,1
CASH_OUT,904.47,1/2/2023 3:14,Merchant,Business,Mobile,3861.02,KES,19,1077.04,Mobile,Canada,2956.55,0
CASH_OUT,3472.81,1/2/2023 3:15,Merchant,Business,Online,4811.47,USD,5,1857.09,Tablet,Canada,1338.66,0
CASH_OUT,1155.69,1/2/2023 3:16,Personal,Personal,Mobile,541.24,INR,36,111.65,PC,USA,0,0
DEBIT,596.58,1/2/2023 3:17,Merchant,Merchant,ATM,9708.68,USD,31,1558.11,Tablet,UK,9112.1,0
TRANSFER,834.77,1/2/2023 3:18,Business,Merchant,Mobile,7189.02,EUR,45,151.5,Mobile,India,6354.25,0
PAYMENT,19.94,1/2/2023 3:19,Business,Merchant,Bank Transfer,3299.62,USD,18,124.4,Tablet,India,3279.68,0
CREDIT,3596.51,1/2/2023 3:20,Business,Merchant,ATM,3255.1,KES,44,888.14,Mobile,Kenya,0,0
PAYMENT,3664.68,1/2/2023 3:21,Business,Personal,Mobile,4540.57,GBP,31,173,PC,India,875.89,0
PAYMENT,2579.52,1/2/2023 3:22,Business,Business,Online,6299.82,USD,30,1588.83,PC,India,3720.3,0
TRANSFER,815.2,1/2/2023 3:23,Merchant,Personal,Mobile,1549.09,INR,21,1082.65,PC,Australia,733.89,0
TRANSFER,426.94,1/2/2023 3:24,Merchant,Merchant,Online,1970.41,KES,47,106.63,Mobile,UK,1543.47,0
TRANSFER,105.45,1/2/2023 3:25,Business,Merchant,Bank Transfer,8608.4,GBP,30,128.98,Tablet,UK,8502.95,0
CASH_OUT,837.08,1/2/2023 3:26,Merchant,Business,Mobile,2636.92,KES,41,1244.7,PC,Australia,1799.84,0
DEBIT,4455.37,1/2/2023 3:27,Merchant,Merchant,Bank Transfer,3863.93,EUR,4,1621.92,Mobile,Kenya,0,0
CASH_OUT,1215.27,1/2/2023 3:28,Business,Personal,ATM,8725.59,GBP,5,903.71,Tablet,Canada,7510.32,0
DEBIT,1777.81,1/2/2023 3:29,Merchant,Personal,Online,6665.16,INR,41,1131.43,Mobile,USA,4887.35,0
DEBIT,535.67,1/2/2023 3:30,Merchant,Business,ATM,3482.95,GBP,45,1609.67,Mobile,Kenya,2947.28,0
PAYMENT,1119.58,1/2/2023 3:31,Merchant,Personal,Online,6868.63,INR,10,1240.49,PC,Germany,5749.05,0
PAYMENT,2600.93,1/2/2023 3:32,Business,Personal,Bank Transfer,294.86,EUR,27,488.28,Mobile,India,0,0
DEBIT,3042.69,1/2/2023 3:33,Merchant,Personal,POS,7382.86,INR,16,1245.45,Mobile,Australia,4340.17,0
DEBIT,1234.31,1/2/2023 3:34,Personal,Personal,Mobile,4921.46,KES,30,1275.14,Tablet,USA,3687.15,0
CASH_OUT,298.08,1/2/2023 3:35,Personal,Merchant,Bank Transfer,8150.5,USD,13,1481.51,PC,Canada,7852.42,0
CASH_OUT,1961.25,1/2/2023 3:36,Business,Personal,Online,9550.91,KES,36,1260.7,Mobile,Canada,7589.66,0
PAYMENT,1178.67,1/2/2023 3:37,Personal,Business,Online,9265.31,KES,21,1940.02,Mobile,UK,8086.64,0
TRANSFER,1105.57,1/2/2023 3:38,Business,Business,Online,9101.72,GBP,45,434.71,Tablet,Germany,7996.15,0
DEBIT,4799.72,1/2/2023 3:39,Personal,Personal,Online,5170.48,EUR,40,1904.63,Mobile,Canada,370.76,0
CASH_OUT,3085.34,1/2/2023 3:40,Personal,Business,Mobile,3665.41,USD,45,1099.76,Mobile,Germany,580.07,0
PAYMENT,2788.82,1/2/2023 3:41,Personal,Personal,ATM,4703.85,INR,15,1360.31,Mobile,India,1915.03,0
CASH_OUT,2084.72,1/2/2023 3:42,Business,Business,POS,6929.97,GBP,20,243.95,Mobile,UK,4845.25,0
DEBIT,2150.43,1/2/2023 3:43,Business,Business,Mobile,8851.58,EUR,20,792.12,Mobile,USA,6701.15,0
DEBIT,2709.12,1/2/2023 3:44,Merchant,Personal,Online,2149.16,USD,45,1550.29,Tablet,UK,0,0
CREDIT,3485.18,1/2/2023 3:45,Business,Personal,Mobile,9190.11,KES,5,1428.48,Mobile,India,5704.93,0
TRANSFER,3513.71,1/2/2023 3:46,Personal,Merchant,Bank Transfer,8170.28,EUR,32,128.27,Mobile,Australia,4656.57,0
CREDIT,866.75,1/2/2023 3:47,Personal,Personal,Online,9790.67,EUR,6,1115.86,Mobile,Canada,8923.92,0
PAYMENT,2505.56,1/2/2023 3:48,Business,Personal,POS,8814.49,EUR,30,222.14,Mobile,Germany,6308.93,0
CASH_OUT,2065.67,1/2/2023 3:49,Business,Merchant,Online,2871.38,KES,26,1991.92,PC,Australia,805.71,0
PAYMENT,4353.93,1/2/2023 3:50,Business,Personal,POS,1148.96,INR,37,1799.73,PC,India,0,0
DEBIT,3160.78,1/2/2023 3:51,Merchant,Personal,POS,1211.19,GBP,13,91.11,PC,Canada,0,0
CREDIT,2667.2,1/2/2023 3:52,Personal,Merchant,ATM,2983.11,INR,29,1724.37,PC,Kenya,315.91,0
CREDIT,585.82,1/2/2023 3:53,Merchant,Personal,ATM,6180.42,USD,5,1842.89,Tablet,Germany,5594.6,0
CREDIT,3032.13,1/2/2023 3:54,Merchant,Personal,Mobile,8062.77,GBP,25,739.42,PC,India,5030.64,0
PAYMENT,594.85,1/2/2023 3:55,Personal,Merchant,Mobile,9002.58,USD,13,1453.03,Tablet,USA,8407.73,0
DEBIT,1692.66,1/2/2023 3:56,Personal,Merchant,POS,6275.16,KES,24,912.1,PC,USA,4582.5,0
CASH_OUT,722.78,1/2/2023 3:57,Business,Business,Online,155.75,INR,31,1327.7,Tablet,Canada,0,0
CASH_OUT,3463.45,1/2/2023 3:58,Business,Personal,Bank Transfer,1944.54,EUR,20,713.62,PC,Canada,0,0
PAYMENT,1039.2,1/2/2023 3:59,Merchant,Business,Bank Transfer,1087.29,GBP,8,678.99,Mobile,USA,48.09,0
CREDIT,1965.38,1/2/2023 4:00,Business,Business,Online,3696.91,EUR,9,877.65,PC,Kenya,1731.53,0
TRANSFER,4479.42,1/2/2023 4:01,Business,Merchant,Online,5063.37,USD,21,333.86,PC,UK,583.95,0
PAYMENT,1029.54,1/2/2023 4:02,Personal,Personal,ATM,529.63,EUR,20,1670.72,PC,USA,0,0
PAYMENT,2543.95,1/2/2023 4:03,Personal,Personal,Bank Transfer,3549.93,EUR,15,729.96,Mobile,Canada,1005.98,0
DEBIT,2102.17,1/2/2023 4:04,Business,Merchant,POS,1873.88,KES,26,830.29,Tablet,Canada,0,0
CASH_OUT,100.44,1/2/2023 4:05,Personal,Business,Mobile,6505.99,KES,42,1793.41,Tablet,Kenya,6405.55,0
PAYMENT,3965.86,1/2/2023 4:06,Business,Merchant,ATM,4696.3,INR,11,1018.42,Mobile,USA,730.44,0
PAYMENT,354.54,1/2/2023 4:07,Personal,Personal,Bank Transfer,5003.64,USD,37,1111.3,PC,Kenya,4649.1,0
CREDIT,2376.53,1/2/2023 4:08,Personal,Merchant,Online,4334.15,KES,41,1915.17,PC,USA,1957.62,0
CREDIT,2807.78,1/2/2023 4:09,Personal,Personal,Bank Transfer,9564.6,KES,11,1779.12,PC,UK,6756.82,0
TRANSFER,3145.85,1/2/2023 4:10,Personal,Business,POS,2225.88,INR,27,380.46,Tablet,India,0,0
DEBIT,3446.27,1/2/2023 4:11,Business,Personal,ATM,5214.98,GBP,30,972.77,Tablet,USA,1768.71,0
TRANSFER,1273.83,1/2/2023 4:12,Merchant,Business,Online,7386.57,INR,19,1944.03,Mobile,India,6112.74,0
CREDIT,59.79,1/2/2023 4:13,Personal,Business,POS,5612.76,EUR,34,776.11,Mobile,USA,5552.97,0
CASH_OUT,3619.98,1/2/2023 4:14,Business,Personal,Mobile,9297.31,EUR,38,774.57,Tablet,UK,5677.33,0
CREDIT,2682.93,1/2/2023 4:15,Business,Personal,ATM,3841.89,KES,23,430.31,PC,Australia,1158.96,0
DEBIT,4182.23,1/2/2023 4:16,Personal,Business,POS,4690.39,KES,1,272.93,PC,Canada,508.16,0
CREDIT,4108.73,1/2/2023 4:17,Merchant,Merchant,POS,976.37,INR,3,1493.59,PC,India,0,0
DEBIT,4218.2,1/2/2023 4:18,Personal,Personal,Online,6129.09,INR,3,1551.56,PC,Kenya,1910.89,0
DEBIT,2430.62,1/2/2023 4:19,Business,Business,Mobile,2953.3,USD,28,1939.58,Mobile,USA,522.68,0
DEBIT,1674.81,1/2/2023 4:20,Merchant,Business,POS,1687.06,EUR,14,1558.17,Mobile,Canada,12.25,0
DEBIT,3959.88,1/2/2023 4:21,Business,Merchant,ATM,5490.86,INR,30,524.54,Tablet,USA,1530.98,0
DEBIT,2261.96,1/2/2023 4:22,Personal,Personal,POS,5369.87,GBP,5,128.23,Mobile,Kenya,3107.91,0
CASH_OUT,925.38,1/2/2023 4:23,Merchant,Business,Bank Transfer,851.13,USD,49,1971.6,PC,UK,0,0
TRANSFER,4276.32,1/2/2023 4:24,Business,Merchant,ATM,7012.33,INR,15,713.88,Tablet,Germany,2736.01,0
PAYMENT,4413.97,1/2/2023 4:25,Business,Business,ATM,6275.34,KES,38,658.34,Mobile,USA,1861.37,0
TRANSFER,2336.89,1/2/2023 4:26,Business,Personal,POS,1971.27,INR,14,1816.61,Mobile,Australia,0,0
DEBIT,387.74,1/2/2023 4:27,Personal,Merchant,Online,4747.41,KES,14,1190.94,Mobile,Kenya,4359.67,0
CASH_OUT,1945.25,1/2/2023 4:28,Merchant,Business,ATM,7231.2,KES,49,469,Mobile,Germany,5285.95,0
CREDIT,4019.65,1/2/2023 4:29,Personal,Merchant,Bank Transfer,5341.41,EUR,8,1783.74,Mobile,USA,1321.76,0
CASH_OUT,4509.85,1/2/2023 4:30,Personal,Personal,Online,4015.34,EUR,8,1987.05,PC,India,0,0
DEBIT,1025.33,1/2/2023 4:31,Personal,Merchant,Online,3291.15,INR,19,219.02,PC,Canada,2265.82,0
CASH_OUT,344.2,1/2/2023 4:32,Merchant,Personal,Online,6142.9,INR,32,1731.39,PC,Canada,5798.7,0
CASH_OUT,4387.98,1/2/2023 4:33,Personal,Business,ATM,9397.18,GBP,31,811.51,Mobile,Kenya,5009.2,0
DEBIT,1953.13,1/2/2023 4:34,Personal,Personal,Online,6750.27,USD,29,1071.94,Tablet,India,4797.14,0
CASH_OUT,2713.39,1/2/2023 4:35,Personal,Business,POS,839.98,USD,41,1833.89,PC,UK,0,0
PAYMENT,4840.65,1/2/2023 4:36,Personal,Business,Online,4660.78,INR,11,1948.09,PC,Germany,0,0
PAYMENT,342.16,1/2/2023 4:37,Business,Personal,Bank Transfer,8919.16,EUR,45,561.22,Mobile,Kenya,8577,0
CASH_OUT,3245.11,1/2/2023 4:38,Personal,Business,Mobile,1035.18,GBP,13,465.06,Tablet,Australia,0,0
CREDIT,379.79,1/2/2023 4:39,Business,Merchant,Bank Transfer,9889.87,USD,27,207.01,PC,USA,9510.08,0
DEBIT,1883.59,1/2/2023 4:40,Personal,Business,ATM,9495.79,INR,19,1145.51,PC,Canada,7612.2,0
PAYMENT,4021.03,1/2/2023 4:41,Merchant,Personal,Online,874.92,EUR,26,76.53,Tablet,USA,0,0
CREDIT,2173.03,1/2/2023 4:42,Business,Merchant,Online,9340.79,EUR,37,853.2,Mobile,Germany,7167.76,0
CASH_OUT,4985.94,1/2/2023 4:43,Business,Merchant,POS,3695.01,EUR,48,193.1,Tablet,India,0,0
CREDIT,2799.71,1/2/2023 4:44,Business,Business,Online,8462.62,KES,9,840.19,Mobile,India,5662.91,0
TRANSFER,1612.6,1/2/2023 4:45,Business,Business,Bank Transfer,4242,EUR,28,127.87,PC,Kenya,2629.4,0
PAYMENT,1108.36,1/2/2023 4:46,Merchant,Personal,ATM,4464.47,INR,32,1678.67,Tablet,Kenya,3356.11,0
CASH_OUT,1759.1,1/2/2023 4:47,Personal,Merchant,Mobile,6379.01,GBP,3,458.99,Tablet,India,4619.91,0
DEBIT,1868.94,1/2/2023 4:48,Business,Personal,Online,7767.33,INR,32,690.2,PC,Kenya,5898.39,0
CASH_OUT,352.88,1/2/2023 4:49,Merchant,Business,Mobile,434.51,EUR,5,1746.59,PC,India,81.63,0
DEBIT,1854.18,1/2/2023 4:50,Business,Merchant,Online,5972.24,GBP,8,1505.22,Mobile,Germany,4118.06,0
